row,item,version,letter,sentence,sentence_spr,qm0,im_jahr,year,perfect,pp,det_nom,objnp,qm1,fact,qm2,verb,comma,qm3,spillover_verb,name,real_name,wrong_name,name_match,spillover_pp,full_sentence,condition,list,life_status,yes_F,yes_J,life_mismatch,fact_mismatch,type,created,occupation,file_name,year_time,fact_time,year_fact,Asterisk
678,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,1,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
679,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Niki Lauda,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
680,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
681,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Omar Sharif,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
682,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
683,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Arnold Schwarzenegger,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,4,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
684,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,4,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
685,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bob Dylan,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,5,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
686,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,5,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
687,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nelson Mandela,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,6,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
688,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,6,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
689,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Franklin D. Roosevelt,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,7,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
690,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,7,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
691,15,19,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Childish Gambino,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,8,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
692,15,36,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Aretha Franklin,post-task,post-task,real,post-task,post-task,real,8,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
693,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Rihanna,post-task,post-task,full match,post-task,post-task,full match,1,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
694,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Martin Luther King,post-task,post-task,full match,post-task,post-task,full match,2,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
695,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Winston Churchill,post-task,post-task,full match,post-task,post-task,full match,3,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
696,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Franklin D. Roosevelt,post-task,post-task,full match,post-task,post-task,full match,4,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
697,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Serena Williams,post-task,post-task,full match,post-task,post-task,full match,5,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
698,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Thomas Edison,post-task,post-task,full match,post-task,post-task,full match,6,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
699,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Arnold Schwarzenegger,post-task,post-task,full match,post-task,post-task,full match,7,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
700,16,2,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Omar Sharif,post-task,post-task,full match,post-task,post-task,full match,8,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
701,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Charlie Chaplin,post-task,post-task,life mismatch,post-task,post-task,life mismatch,1,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
702,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,1,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
703,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,1,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
704,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Billie Holiday,post-task,post-task,life mismatch,post-task,post-task,life mismatch,2,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
705,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,2,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
706,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
707,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Greta Thunberg,post-task,post-task,life mismatch,post-task,post-task,life mismatch,3,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
708,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,3,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
709,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
710,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,John Lennon,post-task,post-task,life mismatch,post-task,post-task,life mismatch,4,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
711,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,4,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
712,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,4,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
713,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Winston Churchill,post-task,post-task,life mismatch,post-task,post-task,life mismatch,5,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
714,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,5,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
715,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,5,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
716,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Wladimir Putin,post-task,post-task,life mismatch,post-task,post-task,life mismatch,6,dead,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
717,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,6,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
718,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,6,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
719,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Mark Zuckerberg,post-task,post-task,life mismatch,post-task,post-task,life mismatch,7,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
720,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,7,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
721,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,7,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
722,17,15,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elon Musk,post-task,post-task,life mismatch,post-task,post-task,life mismatch,8,alive,post-task,post-task,yes,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
723,17,30,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Cristiano Ronaldo,post-task,post-task,real,post-task,post-task,real,8,alive,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
724,17,33,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Abraham Lincoln,post-task,post-task,real,post-task,post-task,real,8,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
725,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Childish Gambino,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,1,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
726,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Winston Churchill,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,2,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
727,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Thomas Edison,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,3,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
728,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Mark Zuckerberg,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,4,dead,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
729,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Omar Sharif,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,5,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
730,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Arnold Schwarzenegger,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,6,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
731,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Bruno Mars,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,7,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
732,20,10,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Adele,post-task,post-task,fact mismatch,post-task,post-task,fact mismatch,8,alive,post-task,post-task,no,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
733,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,1,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
734,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nelson Mandela,post-task,post-task,full match,post-task,post-task,full match,1,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
735,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Thomas Edison,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,1,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
736,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,1,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
737,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,2,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
738,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Greta Thunberg,post-task,post-task,full match,post-task,post-task,full match,2,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
739,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Serena Williams,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,2,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
740,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,2,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
741,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,3,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
742,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Harry Styles,post-task,post-task,full match,post-task,post-task,full match,3,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
743,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Jennifer Lawrence,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,3,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
744,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,3,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
745,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,4,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
746,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Childish Gambino,post-task,post-task,full match,post-task,post-task,full match,4,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
747,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Charlie Chaplin,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,4,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
748,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,4,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
749,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,5,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
750,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Psy,post-task,post-task,full match,post-task,post-task,full match,5,dead,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
751,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Martin Luther King,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,5,alive,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
752,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,5,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
753,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,6,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
754,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Elon Musk,post-task,post-task,full match,post-task,post-task,full match,6,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
755,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Nina Simone,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,6,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
756,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,6,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
757,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,7,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
758,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Emma Stone,post-task,post-task,full match,post-task,post-task,full match,7,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
759,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Wladimir Putin,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,7,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
760,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,7,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
761,25,41,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Laura Reitsch,post-task,post-task,fake,post-task,post-task,fake,8,fake,post-task,post-task,fake,fake,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
762,25,5,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Joan Fontaine,post-task,post-task,full match,post-task,post-task,full match,8,alive,post-task,post-task,no,no,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
763,25,20,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Michael Jackson,post-task,post-task,life-fact mismatch,post-task,post-task,life-fact mismatch,8,dead,post-task,post-task,yes,yes,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
764,25,35,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task,Christopher Lee,post-task,post-task,real,post-task,post-task,real,8,dead,post-task,post-task,real,real,post-task,post-task,post-task,post-task,post-task,post-task,post-task,post-task
